dummy_country,dummy_sales_parent,dummy_brand,dummy_nameplate,dummy_propulsion_system,dummy_segment,dummy_sub_segment,dummy_platform,dummy_s_program_name,dummy_power_kw,report_month,sales_volume
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-05,7
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-06,64
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-07,93
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-08,81
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-09,54
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-10,81
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-11,76
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-12,52
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-01,92
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-02,64
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-03,65
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-04,27
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-05,34
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-06,30
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-07,25
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-08,12
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-09,97
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-10,56
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-11,81
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-12,46
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-01,50
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-02,57
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-03,34
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-04,95
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-05,5
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-06,69
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-07,47
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-08,85
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-09,32
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-10,99
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-11,57
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-12,71
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-01,12
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-02,31
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-03,79
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-04,46
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-05,39
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-06,55
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-07,95
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-08,73
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-09,23
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-10,27
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-11,37
Germany,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-12,51
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-01,10
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-02,43
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-03,71
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-04,87
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-05,89
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-06,55
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-07,96
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-08,38
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-09,92
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-10,10
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-11,65
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2024-12,23
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-01,60
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-02,68
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-03,45
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-04,42
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-05,51
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-06,9
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-07,55
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-08,3
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-09,53
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-10,31
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-11,55
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2025-12,28
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-01,96
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-02,99
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-03,4
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-04,57
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-05,33
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-06,29
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-07,53
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-08,56
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-09,20
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-10,79
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-11,1
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2026-12,74
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-01,19
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-02,17
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-03,36
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-04,36
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-05,96
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-06,48
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-07,15
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-08,22
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-09,5
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-10,41
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-11,39
France,Skoda,Volkswagen,Arteon,ICE,D,Van,F2,DB20,180,2027-12,57
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-01,85
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-02,34
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-03,72
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-04,36
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-05,88
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-06,62
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-07,35
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-08,75
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-09,65
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-10,68
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-11,11
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2024-12,70
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-01,97
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-02,4
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-03,71
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-04,37
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-05,60
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-06,40
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-07,40
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-08,78
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-09,50
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-10,98
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-11,83
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2025-12,60
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-01,84
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-02,95
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-03,5
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-04,77
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-05,55
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-06,64
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-07,49
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-08,1
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-09,36
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-10,13
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-11,25
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2026-12,39
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-01,50
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-02,32
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-03,38
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-04,48
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-05,67
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-06,68
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-07,2
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-08,53
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-09,87
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-10,38
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-11,10
France,Skoda,Volkswagen,Eos,ICE,D,Sedan,F2,DB20,160,2027-12,90
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-01,61
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-02,52
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-03,92
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-04,52
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-05,24
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-06,8
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-07,85
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-08,69
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-09,27
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-10,3
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-11,67
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2024-12,42
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-01,8
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-02,60
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-03,86
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-04,45
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-05,83
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-06,2
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-07,90
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-08,62
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-09,18
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-10,80
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-11,53
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2025-12,86
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-01,87
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-02,93
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-03,50
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-04,71
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-05,53
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-06,2
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-07,91
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-08,73
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-09,79
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-10,46
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-11,24
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2026-12,97
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-01,97
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-02,64
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-03,74
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-04,18
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-05,1
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-06,52
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-07,5
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-08,22
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-09,19
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-10,5
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-11,54
France,Skoda,Volkswagen,Arteon,BEV,D,Van,F8,X2G6,0,2027-12,29
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-01,59
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-02,77
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-03,44
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-04,60
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-05,44
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-06,2
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-07,84
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-08,81
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-09,44
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-10,3
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-11,82
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2024-12,11
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-01,4
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-02,17
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-03,43
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-04,67
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-05,91
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-06,28
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-07,81
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-08,10
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-09,24
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-10,72
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-11,94
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2025-12,29
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-01,80
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-02,10
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-03,44
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-04,7
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-05,26
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-06,73
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-07,95
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-08,66
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-09,72
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-10,35
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-11,55
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2026-12,70
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-01,70
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-02,77
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-03,28
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-04,12
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-05,4
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-06,39
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-07,37
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-08,12
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-09,72
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-10,90
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-11,48
France,Skoda,Skoda,Enyaq,BEV,B,Sedan,F8,X2G6,0,2027-12,63
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-01,88
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-02,17
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-03,20
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-04,83
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-05,94
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-06,63
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-07,52
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-08,81
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-09,69
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-10,67
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-11,20
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2024-12,51
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-01,66
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-02,43
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-03,38
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-04,93
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-05,52
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-06,56
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-07,31
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-08,59
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-09,25
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-10,3
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-11,58
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2025-12,99
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-01,89
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-02,64
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-03,16
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-04,57
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-05,7
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-06,18
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-07,58
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-08,79
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-09,85
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-10,30
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-11,22
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2026-12,25
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-01,75
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-02,98
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-03,87
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-04,21
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-05,76
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-06,37
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-07,23
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-08,49
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-09,82
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-10,65
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-11,79
France,Skoda,Skoda,Fabia,FCEV,B,Sedan,F8,X2G6,0,2027-12,85
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-01,30
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-02,27
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-03,80
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-04,97
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-05,34
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-06,80
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-07,21
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-08,37
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-09,73
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-10,25
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-11,77
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2024-12,7
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-01,10
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-02,20
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-03,64
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-04,14
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-05,15
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-06,0
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-07,67
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-08,43
